"long","lat","Type","Adresse","CP","Ville","nDept","nReg","Effectif"
"0.085005","44.650594","G","2 Avenue Porte-des-Tours 33580 MONSEGUR","33580","MONSEGUR","33","72","9"
"0.085005","44.650594","G","2 Avenue Porte-des-Tours 33580 MONSEGUR","33580","MONSEGUR","33","72","4"
"0.085005","44.650594","G","2 Avenue Porte-des-Tours 33580 MONSEGUR","33580","MONSEGUR","33","72","9"
"0.085005","44.650594","G","2 Avenue Porte-des-Tours 33580 MONSEGUR","33580","MONSEGUR","33","72","5"
"0.085005","44.650594","G","2 Avenue Porte-des-Tours 33580 MONSEGUR","33580","MONSEGUR","33","72","9"
"-0.034302","44.381641","G","33 Route de Casteljaloux 33690 GRIGNOLS","33690","GRIGNOLS","33","72","5"
"-0.034302","44.381641","G","33 Route de Casteljaloux 33690 GRIGNOLS","33690","GRIGNOLS","33","72","9"
"-0.034302","44.381641","G","33 Route de Casteljaloux 33690 GRIGNOLS","33690","GRIGNOLS","33","72","9"
"-0.259094","44.296293","G","54 Route de Bazas 33840 CAPTIEUX","33840","CAPTIEUX","33","72","9"
"-0.216179","44.437928","G","6 Avenue du GÃ©nÃ©ral Leclerc 33430 BAZAS","33430","BAZAS","33","72","9"
"-0.143435","44.494029","G","12 Rue Partarrieu 33124 AUROS","33124","AUROS","33","72","9"
"-0.254563","44.547485","G","23 Rue Jules Ferry 33210 LANGON","33210","LANGON","33","53","9"
"-0.254563","44.547485","G","23 Rue Jules Ferry 33210 LANGON","33210","LANGON","33","53","6"
"-0.254563","44.547485","G","23 Rue Jules Ferry 33210 LANGON","33210","LANGON","33","24","9"
"-0.254563","44.547485","G","23 Rue Jules Ferry 33210 LANGON","33210","LANGON","33","24","3"
"-0.254563","44.547485","G","23 Rue Jules Ferry 33210 LANGON","33210","LANGON","33","72","9"
"-0.357247","44.651825","G","23 Cours du MarÃ©chal Foch 33720 PODENSAC","33720","PODENSAC","33","72","9"
"-0.335767","44.771285","G","1 Avenue de l'Entre-deux-Mers 33670 CREON","33670","CREON","33","72","9"
"-0.312115","44.635237","G","2 Avenue Joseph Caussil 33410 CADILLAC","33410","CADILLAC","33","72","9"
"-0.391055","45.097503","G","15 Rue de Bonnin 33620 CAVIGNAC","33620","CAVIGNAC","33","72","9"
"-1.6193","46.811078","G","37 Rue du Moulin-du-Terrier 85670 PALLUAU","85670","PALLUAU","85","52","10"
"-1.870735","46.855025","G","30 Rue Marcel Pagnol 85300 CHALLANS","85300","CHALLANS","85","52","10"
"-0.830401","46.776553","G","66 Rue du PrÃ©-de-Foire 85700 POUZAUGES","85700","POUZAUGES","85","52","10"
"-0.738231","46.372506","G","16 Rue de SaulniÃ¨re 85420 MAILLEZAIS","85420","MAILLEZAIS","85","52","10"
"-1.164746","46.457682","G","13 Rue du Calvaire 85400 LUCON","85400","LUCON","85","52","10"
"-0.748399","46.653095","G","Avenue Georges Clemenceau 85120 LA CHATAIGNERAIE","85120","LA CHATAIGNERAIE","85","52","10"
"-1.508961","46.934685","G","26 Rue des Volettes 85620 ROCHESERVIERE","85620","ROCHESERVIERE","85","52","10"
"-1.313932","46.977503","G","10 Cours Michel Ragon 85600 MONTAIGU","85600","MONTAIGU","85","22","9"
"-1.313932","46.977503","G","10 Cours Michel Ragon 85600 MONTAIGU","85600","MONTAIGU","85","22","10"
"-1.313932","46.977503","G","10 Cours Michel Ragon 85600 MONTAIGU","85600","MONTAIGU","85","43","7"
"-1.313932","46.977503","G","10 Cours Michel Ragon 85600 MONTAIGU","85600","MONTAIGU","85","43","10"
"-1.313932","46.977503","G","10 Cours Michel Ragon 85600 MONTAIGU","85600","MONTAIGU","85","52","10"
"-1.016642","46.861157","G","8 Rue des Bouvreuils 85500 LES HERBIERS","85500","LES HERBIERS","85","52","10"
"-1.231886","46.771619","G","2 Rue de la Grotte 85140 LES ESSARTS","85140","LES ESSARTS","85","24","6"
"-1.231886","46.771619","G","2 Rue de la Grotte 85140 LES ESSARTS","85140","LES ESSARTS","85","24","10"
"-1.231886","46.771619","G","2 Rue de la Grotte 85140 LES ESSARTS","85140","LES ESSARTS","85","52","10"
"-1.231886","46.771619","G","2 Rue de la Grotte 85140 LES ESSARTS","85140","LES ESSARTS","85","23","11"
"-1.231886","46.771619","G","2 Rue de la Grotte 85140 LES ESSARTS","85140","LES ESSARTS","85","23","10"
"-1.040525","46.68884","G","21 Rue de la Plaine 85110 CHANTONNAY","85110","CHANTONNAY","85","52","10"
"0.730556","48.059779","G","95 Rue Xavier Boutet 72320 VIBRAYE","72320","VIBRAYE","72","52","9"
"0.515158","48.111231","G","7 Rue des Promenades 72160 TUFFE","72160","TUFFE","72","52","9"
"0.791584","48.102412","G","Rue Henri Besnard 72320 MONTMIRAIL","72320","MONTMIRAIL","72","21","8"
"0.791584","48.102412","G","Rue Henri Besnard 72320 MONTMIRAIL","72320","MONTMIRAIL","72","21","9"
"0.791584","48.102412","G","Rue Henri Besnard 72320 MONTMIRAIL","72320","MONTMIRAIL","72","52","9"
"0.417421","48.170154","G","Rue Jean Moulin 72110 BONNETABLE","72110","BONNETABLE","72","52","9"
"0.368264","48.34522","G","24 Boulevard Victor Hugo 72600 MAMERS","72600","MAMERS","72","52","9"
"0.193674","47.758009","G","Route du Mans La Garenne 72510 PONTVALLAIN","72510","PONTVALLAIN","72","52","9"
"0.274923","47.759983","G","1 Avenue du 14 Juillet 72360 MAYET","72360","MAYET","72","52","9"
"0.147897","47.647951","G","Avenue de la LibÃ©ration 72800 LE LUDE","72800","LE LUDE","72","52","9"
"0.41031","47.701208","G","Avenue du Mans 72500 LUCEAU","72500","LUCEAU","72","52","9"
"-0.232093","47.968518","G","12 Route de SillÃ© 72350 BRULON","72350","BRULON","72","52","9"
"-0.136905","47.996045","G","8 Rue des FrÃªnes 72540 LOUE","72540","LOUE","72","52","9"
"0.286787","47.824883","G","10 Route de Tours 72220 ECOMMOY","72220","ECOMMOY","72","52","9"
"0.495389","48.061719","G","20 Rue de La Rochelle 72160 CONNERRE","72160","CONNERRE","72","52","9"
"-0.027482","48.130535","G","30 Rue du Grand Chemin 72240 CONLIE","72240","CONLIE","72","52","9"
"0.239596","48.17324","G","5 Rue Carnot 72290 BALLON","72290","BALLON","72","54","9"
"0.239596","48.17324","G","5 Rue Carnot 72290 BALLON","72290","BALLON","72","54","9"
"0.239596","48.17324","G","5 Rue Carnot 72290 BALLON","72290","BALLON","72","52","9"
"-0.409337","48.38357","G","44 Route Nationale 53640 LE RIBAY","53640","LE RIBAY","53","52","7"
"-1.021665","48.479042","G","Lieu-dit Le Petit Marcilly 53190 LANDIVY","53190","LANDIVY","53","52","7"
"-0.80947","48.411873","G","Avenue Charles de Gaulle 53120 GORRON","53120","GORRON","53","52","7"
"-0.925028","48.297798","G","11 Avenue du GÃ©nÃ©ral de Gaulle 53500 ERNEE","53500","ERNEE","53","52","7"
"-0.369733","48.251217","G","15 Rue du ChÃ¢teau 53160 BAIS","53160","BAIS","53","52","7"
"-0.369733","48.251217","G","15 Rue du ChÃ¢teau 53160 BAIS","53160","BAIS","53","53","17"
"-0.369733","48.251217","G","15 Rue du ChÃ¢teau 53160 BAIS","53160","BAIS","53","53","7"
"-0.621116","48.305756","G","12 bis Rue de Verdun 53100 MAYENNE","53100","MAYENNE","53","52","7"
"-0.967438","47.842024","G","3 Rue de Buchenberg 53400 CRAON","53400","CRAON","53","52","7"
"-0.967438","47.842024","G","3 Rue de Buchenberg 53400 CRAON","53400","CRAON","53","54","7"
"-0.967438","47.842024","G","3 Rue de Buchenberg 53400 CRAON","53400","CRAON","53","54","9"
"-0.4752","48.038524","G","29 Route du Mans 53480 VAIGES","53480","VAIGES","53","52","7"
"-0.541622","48.122459","G","Zone Artisanale de l'AntiniÃ¨re 53150 MONTSURS","53150","MONTSURS","53","52","7"
"-0.403704","48.147896","G","14 Boulevard Sainte-Anne 53600 EVRON","53600","EVRON","53","52","7"
"-0.643046","48.078732","G","15 bis Rue des Rochers 53210 ARGENTRE","53210","ARGENTRE","53","52","7"
"-0.782176","48.172765","G","24 Rue Ulphace Benoist 53240 ANDOUILLE","53240","ANDOUILLE","53","52","7"
"-0.46001","47.615907","G","24 Rue Maurice Ravel 49125 TIERCE","49125","TIERCE","49","52","9"
"-1.190035","47.757945","G","1 Rue des Closeries 49420 POUANCE","49420","POUANCE","49","52","9"
"-1.033454","47.559934","G","2 Boulevard de l'Erdre 49440 CANDE","49440","CANDE","49","52","9"
"-0.877855","47.688254","G","Rue du LycÃ©e 49500 SEGRE","49500","SEGRE","49","52","9"
"-0.530287","47.147002","G","11 Rue Nationale 49310 VIHIERS","49310","VIHIERS","49","52","9"
"0.046265","47.393981","G","22 Rue de LonguÃ© 49390 VERNANTES","49390","VERNANTES","49","52","9"
"0.131414","47.516015","G","42 Route de Tours 49490 NOYANT","49490","NOYANT","49","52","9"
"-0.231436","47.335578","G","1 Route de DouÃ©-la-Fontaine 49350 GENNES","49350","GENNES","49","52","9"
"-0.231436","47.335578","G","1 Route de DouÃ©-la-Fontaine 49350 GENNES","49350","GENNES","49","43","7"
"-0.231436","47.335578","G","1 Route de DouÃ©-la-Fontaine 49350 GENNES","49350","GENNES","49","43","9"
"-0.105835","47.537236","G","7 Boulevard du MarÃ©chal Foch 49150 BAUGE","49150","BAUGE","49","52","9"
"0.018484","47.294555","G","1 Rue Lespagnol de la Plante 49650 ALLONNES","49650","ALLONNES","49","52","9"
"0.018484","47.294555","G","1 Rue Lespagnol de la Plante 49650 ALLONNES","49650","ALLONNES","49","52","8"
"0.018484","47.294555","G","1 Rue Lespagnol de la Plante 49650 ALLONNES","49650","ALLONNES","49","24","7"
"0.018484","47.294555","G","1 Rue Lespagnol de la Plante 49650 ALLONNES","49650","ALLONNES","49","24","9"
"0.018484","47.294555","G","1 Rue Lespagnol de la Plante 49650 ALLONNES","49650","ALLONNES","49","52","9"
"-0.717778","47.118513","G","19 Rue Cheneveau 49340 VEZINS","49340","VEZINS","49","52","9"
"-1.047635","47.259689","G","25 Rue Saint-Nicolas 49110 MONTREVAULT","49110","MONTREVAULT","49","52","9"
"-0.725815","47.217333","G","6 Avenue du GÃ©nÃ©ral de Gaulle 49120 CHEMILLE","49120","CHEMILLE","49","52","9"
"-1.261356","47.337033","G","1 Rue Saint-Lazare 49270 CHAMPTOCEAUX","49270","CHAMPTOCEAUX","49","52","9"
"-0.51142","47.268863","G","14 Route de Rablay 49380 THOUARCE","49380","THOUARCE","49","52","9"
"-0.228409","47.674864","G","4 Avenue de Paris 49430 DURTAL","49430","DURTAL","49","52","9"
"-0.604832","47.470954","G","Caserne Bouthet du Rivault 33 Rue du Nid-de-Pie 49000 ANGERS","49000","ANGERS","49","52","9"
"-2.084623","47.436606","G","37 bis Rue Nantaise 44160 PONTCHATEAU","44160","PONTCHATEAU","44","52","12"
"-2.314222","47.447706","G","35 Boulevard de la BriÃ¨re 44410 HERBIGNAC","44410","HERBIGNAC","44","52","12"
"-2.412477","47.321276","G","2 Rue Roger Camaret 44350 GUERANDE","44350","GUERANDE","44","52","12"
"-2.506639","47.282189","G","20 Avenue Henri Becquerel 44490 LE CROISIC","44490","LE CROISIC","44","52","12"
"-2.067061","47.111614","G","1 Rue Auguste GUILMIN 44210 PORNIC","44210","PORNIC","44","52","12"
"-1.759156","47.191866","G","17 Rue de Villeneuve 44640 LE PELLERIN","44640","LE PELLERIN","44","52","12"
"-1.817523","46.995513","G","1 Boulevard du Calvaire 44270 MACHECOUL","44270","MACHECOUL","44","52","12"
"-2.03719","47.289066","G","34 Quai Eole 44560 PAIMBOEUF","44560","PAIMBOEUF","44","52","12"
"-1.627186","47.562204","G","13 Route de Nantes 44170 NOZAY","44170","NOZAY","44","21","5"
"-1.627186","47.562204","G","13 Route de Nantes 44170 NOZAY","44170","NOZAY","44","21","12"
"-1.627186","47.562204","G","13 Route de Nantes 44170 NOZAY","44170","NOZAY","44","52","12"
"-1.627186","47.562204","G","13 Route de Nantes 44170 NOZAY","44170","NOZAY","44","11","12"
"-1.627186","47.562204","G","13 Route de Nantes 44170 NOZAY","44170","NOZAY","44","11","8"
"-1.657899","47.669299","G","75 Rue de Chateaubriant 44590 DERVAL","44590","DERVAL","44","52","12"
"-1.773455","47.478361","G","51 bis Rue de Redon 44130 BLAIN","44130","BLAIN","44","52","12"
"-1.390974","47.718935","G","Route de Saint-Aubin-des-ChÃ¢teaux 44110 CHATEAUBRIANT","44110","CHATEAUBRIANT","44","52","12"
"-1.033032","47.388792","G","517 Rue du Parc 44370 VARADES","44370","VARADES","44","52","12"
"-1.300338","47.519498","G","RÃ©sidence Bel-Air Boulevard Sophie TrÃ©buchet 44440 RIAILLE","44440","RIAILLE","44","52","12"
"-1.282942","47.348103","G","399 Rue d'Anjou 44521 OUDON","44521","OUDON","44","52","12"
"-1.186025","47.370624","G","570 Rue RenÃ© Urien 44150 ANCENIS","44150","ANCENIS","44","52","12"
"-1.270861","47.158965","G","45 Route de Clisson 44330 VALLET","44330","VALLET","44","52","12"
"-1.672436","47.262741","G","1 Rue de l'Eglise 44880 SAUTRON","44880","SAUTRON","44","52","12"
"-1.593371","46.88731","G","32 Rue de la ChaussÃ©e 44650 LEGE","44650","LEGE","44","52","12"
"-1.593371","46.88731","G","32 Rue de la ChaussÃ©e 44650 LEGE","44650","LEGE","44","73","12"
"-1.593371","46.88731","G","32 Rue de la ChaussÃ©e 44650 LEGE","44650","LEGE","44","73","12"
"-1.273703","47.086243","G","Route de Poitiers Toute-Joie 44190 GETIGNE","44190","GETIGNE","44","52","12"
"-1.68069","47.141477","G","1 Rue du Pinier 44830 BOUAYE","44830","BOUAYE","44","52","12"
"0.658536","48.585039","G","6 Rue des frÃ¨res Juchereau 61190 TOUROUVRE","61190","TOUROUVRE","61","25","6"
"0.681283","48.265758","G","62 Avenue des Loges 61260 LE THEIL","61260","LE THEIL","61","25","6"
"0.681283","48.265758","G","62 Avenue des Loges 61260 LE THEIL","61260","LE THEIL","61","83","5"
"0.681283","48.265758","G","62 Avenue des Loges 61260 LE THEIL","61260","LE THEIL","61","83","6"
"0.681283","48.265758","G","62 Avenue des Loges 61260 LE THEIL","61260","LE THEIL","61","25","7"
"0.681283","48.265758","G","62 Avenue des Loges 61260 LE THEIL","61260","LE THEIL","61","25","6"
"0.777606","48.429518","G","1 Place d'Oradour-sur-Glane 61110 REMALARD","61110","REMALARD","61","25","6"
"0.42764","48.443821","G","Le bourg 61360 PERVENCHERES","61360","PERVENCHERES","61","25","6"
"0.683452","48.37374","G","1 Rue Ormicholet 61340 NOCE","61340","NOCE","61","25","6"
"0.556133","48.3767","G","Place du GÃ©nÃ©ral Leclerc 61130 BELLEME","61130","BELLEME","61","25","6"
"-0.726465","48.766087","G","36 Rue de Paris 61800 TINCHEBRAY","61800","TINCHEBRAY","61","25","6"
"-0.740181","48.51305","G","1 Chemin GuillaumÃ© 61350 PASSAIS","61350","PASSAIS","61","25","6"
"-0.530576","48.712585","G","Rue Saint-Gervais 61440 MESSEI","61440","MESSEI","61","25","6"
"-0.549406","48.747418","G","7 Rue Buisson-des-Grand 61100 FLERS","61100","FLERS","61","22","6"
"-0.549406","48.747418","G","7 Rue Buisson-des-Grand 61100 FLERS","61100","FLERS","61","22","8"
"-0.549406","48.747418","G","7 Rue Buisson-des-Grand 61100 FLERS","61100","FLERS","61","25","6"
"-0.549406","48.747418","G","7 Rue Buisson-des-Grand 61100 FLERS","61100","FLERS","61","31","6"
"-0.549406","48.747418","G","7 Rue Buisson-des-Grand 61100 FLERS","61100","FLERS","61","31","12"
"-0.613227","48.578655","G","2 Rue Georges Clemenceau 61700 DOMFRONT","61700","DOMFRONT","61","22","13"
"-0.613227","48.578655","G","2 Rue Georges Clemenceau 61700 DOMFRONT","61700","DOMFRONT","61","22","6"
"-0.613227","48.578655","G","2 Rue Georges Clemenceau 61700 DOMFRONT","61700","DOMFRONT","61","25","6"
"0.202167","48.92984","G","1 Rue du Sous-Lieutenant Pierre Annic 61120 VIMOUTIERS","61120","VIMOUTIERS","61","25","6"
"0.0286","48.846151","G","Rue Charlotte Corday 61160 TRUN","61160","TRUN","61","25","6"
"0.081927","48.640243","G","1 Route d'AlmenÃªches 61570 MORTREE","61570","MORTREE","61","25","6"
"0.278644","48.700124","G","39 Route de Granville 61240 LE MERLERAULT","61240","LE MERLERAULT","61","25","6"
"0.311907","48.789845","G","Route Nationale 138 61230 GACE","61230","GACE","61","25","6"
"0.183722","48.758498","G","Rue du Faubourg 61310 EXMES","61310","EXMES","61","25","6"
"-0.11897","48.7163","G","28 Avenue LÃ©on LabbÃ© 61150 ECOUCHE","61150","ECOUCHE","61","25","6"
"-0.359692","48.7003","G","26 Rue d'Argentan 61220 BRIOUZE","61220","BRIOUZE","61","25","6"
"-0.009011","48.748944","G","Quartier Lescot 26 Avenue de Paris 61200 ARGENTAN","61200","ARGENTAN","61","25","6"
"0.164017","48.588814","G","10 Route de Rouen 61500 SEES","61500","SEES","61","25","6"
"0.354086","48.628483","G","Rue Batrel 61390 COURTOMER","61390","COURTOMER","61","11","6"
"0.354086","48.628483","G","Rue Batrel 61390 COURTOMER","61390","COURTOMER","61","11","9"
"0.354086","48.628483","G","Rue Batrel 61390 COURTOMER","61390","COURTOMER","61","25","6"
"-0.148272","48.568734","G","2 Avenue du MarÃ©chal Leclerc 61320 CARROUGES","61320","CARROUGES","61","25","6"
"0.072405","48.428393","G","Caserne Lieutenant Nicolas 38 Boulevard Duchamp 61000 ALENCON","61000","ALENCON","61","25","6"
"-0.876051","48.534379","G","Rue du Stade 50640 LE TEILLEUL","50640","LE TEILLEUL","50","25","6"
"-0.916068","48.724851","G","Route de Tinchebray 50150 SOURDEVAL","50150","SOURDEVAL","50","25","6"
"-0.830766","48.599061","G","428 Rue John Kennedy 50720 BARENTON","50720","BARENTON","50","25","6"
"-0.940845","48.642514","G","1 Route des Aubrils 50140 MORTAIN","50140","MORTAIN","50","25","6"
"-1.400192","49.184567","G","75 Rue de Saint-LÃ´ 50190 PERIERS","50190","PERIERS","50","25","6"
"-1.530467","49.214582","G","92 Rue Sainte-Croix 50430 LESSAY","50430","LESSAY","50","25","6"
"-1.347725","48.91031","G","19 Rue Poterie 50450 GAVRAY","50450","GAVRAY","50","25","6"
"-1.508938","48.897075","G","26 Rue Louis Beuve 50290 BREHAL","50290","BREHAL","50","25","6"
"-1.441814","49.053273","G","8B Boulevard d'Alsace-Lorraine 50200 COUTANCES","50200","COUTANCES","50","25","6"
"-1.475606","49.513487","G","2 Rue Jean Pontas DumÃ©ril 50700 VALOGNES","50700","VALOGNES","50","25","6"
"-1.815305","49.509957","G","Avenue CÃ´te-des-Isles 50340 LES PIEUX","50340","LES PIEUX","50","25","6"
"-1.387876","49.489395","G","13 Rue du GÃ©nÃ©ral Leclerc 50310 MONTEBOURG","50310","MONTEBOURG","50","25","6"
"-1.642697","49.467341","G","29 Chasse du Peigne 50260 BRICQUEBEC","50260","BRICQUEBEC","50","25","6"
"-1.462006","48.74989","G","1 Rue des CamÃ©lias 50530 SARTILLY","50530","SARTILLY","50","25","6"
"-1.512114","48.555409","G","19 ter Rue du GÃ©nÃ©ral Patton 50170 PONTORSON","50170","PONTORSON","50","25","6"
"-1.572353","48.83316","G","101 Boulevard des Antilles 50400 GRANVILLE","50400","GRANVILLE","50","25","6"
"-1.285302","48.617225","G","35 Avenue Emile Dehousse 50220 DUCEY","50220","DUCEY","50","25","6"
"-1.169725","48.720816","G","18 Rue du Vieux-Bourg 50370 BRECEY","50370","BRECEY","50","25","6"
"-1.208764","48.914251","G","2 Rue Mac Laurin Colin 50410 PERCY","50410","PERCY","50","25","6"
"-1.208764","48.914251","G","2 Rue Mac Laurin Colin 50410 PERCY","50410","PERCY","50","82","15"
"-1.208764","48.914251","G","2 Rue Mac Laurin Colin 50410 PERCY","50410","PERCY","50","82","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","21","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","21","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","43","5"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","43","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","83","5"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","83","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","25","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","54","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","54","5"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","26","6"
"-1.248007","49.103905","G","3 Rue du GÃ©nÃ©ral Huebner 50570 MARIGNY","50570","MARIGNY","50","26","7"
"-1.172017","49.069625","G","18 Rue Jean Follain 50750 CANISY","50750","CANISY","50","25","6"
"-0.683107","48.852235","G","13 Avenue Charles de Gaulle 14410 VASSY","14410","VASSY","14","25","9"
"-0.896756","48.840105","G","1 Rue des Tribunaux 14500 VIRE","14500","VIRE","14","26","9"
"-0.896756","48.840105","G","1 Rue des Tribunaux 14500 VIRE","14500","VIRE","14","26","9"
"-0.896756","48.840105","G","1 Rue des Tribunaux 14500 VIRE","14500","VIRE","14","25","9"
"0.090419","49.354134","G","2 Rue du PerrÃ© 14800 DEAUVILLE","14800","DEAUVILLE","14","25","9"
"0.240711","49.416615","G","98 Rue Saint-LÃ©onard 14600 HONFLEUR","14600","HONFLEUR","14","25","9"
"-0.043924","49.231238","G","26 Grande Rue 14430 DOZULE","14430","DOZULE","14","25","9"
"0.045086","49.14633","G","Avenue des Tilleuls 14340 CAMBREMER","14340","CAMBREMER","14","25","9"
"0.401437","49.021915","G","4 Route de Saint-Martin-de-Bienfaite 14290 ORBEC","14290","ORBEC","14","25","9"
"0.16515","49.006128","G","Route d'Orbec 14140 LIVAROT","14140","LIVAROT","14","25","9"
"0.229077","49.147047","G","12 Boulevard Duchesne-Fournet 14100 LISIEUX","14100","LISIEUX","14","25","9"
"-0.489079","48.915332","G","36 Rue des Jardins 14570 CLECY","14570","CLECY","14","25","9"
"-0.899456","49.307841","G","19 Route de Bayeux 14710 TREVIERES","14710","TREVIERES","14","25","9"
"-0.829152","49.185878","G","Les AiguilliÃ¨res 14490 BALLEROY","14490","BALLEROY","14","25","9"
"-0.168953","49.117154","G","5 Route de Paris 14370 MOULT","14370","MOULT","14","25","9"
"-0.509143","49.09731","G","2 Rue d'Aunay-Sur-Odon 14210 EVRECY","14210","EVRECY","14","25","9"
"-0.533254","49.283457","G","36 Rue de Caen 14480 CREULLY","14480","CREULLY","14","25","9"
"-0.345872","49.166444","G","Caserne Le Flem 29 Avenue du 43Ã¨me rÃ©giment d'artillerie 14000 CAEN","14000","CAEN","14","25","9"
"-2.837856","47.890999","G","22 Rue Jacques Cartier 56500 LOCMINE","56500","LOCMINE","56","53","11"
"-3.61051","48.139949","G","41 Rue de la RÃ©sistance 56110 GOURIN","56110","GOURIN","56","53","11"
"-3.496762","48.036614","G","721 Cours CarrÃ© 56320 LE FAOUET","56320","LE FAOUET","56","53","10"
"-3.496762","48.036614","G","721 Cours CarrÃ© 56320 LE FAOUET","56320","LE FAOUET","56","53","11"
"-3.496762","48.036614","G","721 Cours CarrÃ© 56320 LE FAOUET","56320","LE FAOUET","56","53","11"
"-3.018799","47.880518","G","16 Rue du MarÃ©chal Leclerc 56150 BAUD","56150","BAUD","56","53","11"
"-2.970442","48.067301","G","Quartier Clisson 1 Rue Julien Guidard 56300 PONTIVY","56300","PONTIVY","56","53","11"
"-2.755508","48.074813","G","Le Poteau 56580 ROHAN","56580","ROHAN","56","53","11"
"-2.285421","48.077389","G","15 Rue Mathurin Lefort 56430 MAURON","56430","MAURON","56","53","11"
"-2.394518","47.808453","G","16 Rue de la Gare 56140 MALESTROIT","56140","MALESTROIT","56","53","11"
"-2.54472","47.958984","G","1 Rue des Carouges 56120 JOSSELIN","56120","JOSSELIN","56","53","11"
"-2.131409","47.9443","G","2 Avenue de BrocÃ©liande 56380 GUER","56380","GUER","56","53","11"
"-2.378399","47.927105","G","Caserne Guillo 1 Rue du Mississipi 56800 PLOERMEL","56800","PLOERMEL","56","53","11"
"-3.119873","47.486749","G","147 Rue du Port-de-PÃªche 56170 QUIBERON","56170","QUIBERON","56","53","11"
"-3.013173","47.7765","G","14 Rue du MarÃ©chal Leclerc 56330 PLUVIGNER","56330","PLUVIGNER","56","53","11"
"-3.346886","47.927438","G","4 Rue de l'Esplanade 56240 PLOUAY","56240","PLOUAY","56","53","11"
"-3.12277","47.768943","G","8 Rue ManÃ© PagÃ¨s 56690 LANDEVANT","56690","LANDEVANT","56","53","11"
"-3.200103","47.649717","G","2 Rue des Peupliers 56410 ETEL","56410","ETEL","56","53","11"
"-3.091808","47.585557","G","10 Chemin de Kergouillard 56340 CARNAC","56340","CARNAC","56","53","11"
"-2.774546","47.527289","G","17 Rue de Kerpaul 56370 SARZEAU","56370","SARZEAU","56","53","11"
"-2.450072","47.668077","G","47 Boulevard Pasteur 56230 QUESTEMBERT","56230","QUESTEMBERT","56","53","11"
"-2.479009","47.551808","G","21 Rue du GÃ©nÃ©ral de Gaulle 56190 MUZILLAC","56190","MUZILLAC","56","53","11"
"-2.154112","47.77298","G","09 Rue Jean Meschinot 56200 LA GACILLY","56200","LA GACILLY","56","53","11"
"-2.582054","47.737345","G","10 Avenue des Martyrs de la RÃ©sistance 56250 ELVEN","56250","ELVEN","56","53","11"
"-2.158816","47.635751","G","22 Rue de Redon 56350 ALLAIRE","56350","ALLAIRE","56","53","11"
"-2.763962","47.658445","G","Caserne Guillaudot 2 Place de la LibÃ©ration 56000 VANNES","56000","VANNES","56","53","11"
"-3.89302","48.600813","G","2 Rue du Bel-Air 29670 TAULE","29670","TAULE","29","53","11"
"-4.071037","48.405827","G","11 Rue des PrimevÃ¨res 29450 SIZUN","29450","SIZUN","29","53","11"
"-4.112816","48.603284","G","69 Rue de Berven 29440 PLOUZEVEDE","29440","PLOUZEVEDE","29","53","11"
"-3.699176","48.569185","G","39 Avenue du MarÃ©chal Leclerc 29610 PLOUIGNEAU","29610","PLOUIGNEAU","29","53","11"
"-4.172177","48.658007","G","18 Rue de Saint-Pol-de-LÃ©on 29430 PLOUESCAT","29430","PLOUESCAT","29","53","11"
"-3.709414","48.644819","G","2 Rue de Pont-Menou 29620 LANMEUR","29620","LANMEUR","29","53","11"
"-4.065093","48.511924","G","46 Avenue du MarÃ©chal Foch 29400 LANDIVISIAU","29400","LANDIVISIAU","29","53","11"
"-3.965923","48.222458","G","Rue LaÃ«nnec 29190 PLEYBEN","29190","PLEYBEN","29","53","11"
"-4.196557","48.099718","G","Rue des BruyÃ¨res 29180 LOCRONAN","29180","LOCRONAN","29","53","11"
"-3.749851","48.36668","G","8 Route des CarriÃ¨res 29690 HUELGOAT","29690","HUELGOAT","29","53","11"
"-4.178723","48.294262","G","14 Place aux Foires 29590 LE FAOU","29590","LE FAOU","29","53","11"
"-4.514618","48.250711","G","1 Route de Camaret 29160 CROZON","29160","CROZON","29","53","11"
"-4.08071","48.192327","G","Rue de Coatigrac'h 29150 CHATEAULIN","29150","CHATEAULIN","29","53","11"
